742	6.2E-4	2E-4	0
743	5.8E-4	2E-4	0
744	5.4E-4	2E-4	0
745	5E-4	2E-4	0
746	4.6E-4	1.8E-4	0
747	4.2E-4	1.6E-4	0
748	3.8E-4	1.4E-4	0
749	3.4E-4	1.2E-4	0
750	3E-4	1E-4	0
751	2.8E-4	1E-4	0
752	2.6E-4	1E-4	0
753	2.4E-4	1E-4	0
754	2.2E-4	1E-4	0
755	2E-4	1E-4	0
756	2E-4	1E-4	0
757	2E-4	1E-4	0
758	2E-4	1E-4	0
759	2E-4	1E-4	0
760	2E-4	1E-4	0
761	1.8E-4	8E-5	0
762	1.6E-4	6E-5	0
763	1.4E-4	4E-5	0
764	1.2E-4	2E-5	0
765	1E-4	0	0
766	1E-4	0	0
767	1E-4	0	0
768	1E-4	0	0
769	1E-4	0	0
770	1E-4	0	0
771	1E-4	0	0
772	1E-4	0	0
773	1E-4	0	0
774	1E-4	0	0
775	1E-4	0	0
776	8E-5	0	0
777	6E-5	0	0
778	4E-5	0	0
779	2E-5	0	0
780	0	0	0
